tab 	measurements
citations	dir_dec	dir_inc	experiment	magn_moment	meas_pos_z	method_codes	number	quality	specimen	standard	timestamp	treat_ac_field	treat_temp
This study	334.80795775	-30.35463125	SI1-28.8-D:NRM_demag(T,Hac)0	1.82E-05	0.467	LP-DIR-AF:LT-NO	756649	g	SI1-28.8-D	u	2011-08-07T11:38:30Z	0	300
This study	341.7753763	-6.266997641	SI1-28.9-D:NRM_demag(T,Hac)0	3.55E-05	0.667	LP-DIR-AF:LT-NO	756650	g	SI1-28.9-D	u	2011-08-07T11:38:45Z	0	300
This study	333.43366897	-13.91402731	SI1-29.0-D:NRM_demag(T,Hac)0	3.92E-05	0.867	LP-DIR-AF:LT-NO	756651	g	SI1-29.0-D	u	2011-08-07T11:39:00Z	0	300
This study	330.24357302	-18.43514966	SI1-28.68-D:NRM_demag(T,Hac)0	1.13E-05	0.067	LP-DIR-AF:LT-AF-Z	756652	g	SI1-28.68-D	u	2011-08-07T11:43:04Z	0.0025	300
This study	337.91452256	-22.21471766	SI1-28.7-D:NRM_demag(T,Hac)0	6.43E-06	0.267	LP-DIR-AF:LT-AF-Z	756653	g	SI1-28.7-D	u	2011-08-07T11:43:19Z	0.0025	300
This study	334.84669858	-30.2411887	SI1-28.8-D:NRM_demag(T,Hac)0	1.83E-05	0.467	LP-DIR-AF:LT-AF-Z	756654	g	SI1-28.8-D	u	2011-08-07T11:43:34Z	0.0025	300
This study	341.50534046	-6.37267505	SI1-28.9-D:NRM_demag(T,Hac)0	3.56E-05	0.667	LP-DIR-AF:LT-AF-Z	756655	g	SI1-28.9-D	u	2011-08-07T11:43:49Z	0.0025	300
This study	333.51118065	-13.93744099	SI1-29.0-D:NRM_demag(T,Hac)0	3.93E-05	0.867	LP-DIR-AF:LT-AF-Z	756656	g	SI1-29.0-D	u	2011-08-07T11:44:04Z	0.0025	300
This study	331.29693547	-18.28174431	SI1-28.68-D:NRM_demag(T,Hac)0	1.17E-05	0.067	LP-DIR-AF:LT-AF-Z	756657	g	SI1-28.68-D	u	2011-08-07T11:48:12Z	0.0075	300
This study	337.7132712	-20.42947857	SI1-28.7-D:NRM_demag(T,Hac)0	7.14E-06	0.267	LP-DIR-AF:LT-AF-Z	756658	g	SI1-28.7-D	u	2011-08-07T11:48:27Z	0.0075	300
This study	334.89549526	-29.97602615	SI1-28.8-D:NRM_demag(T,Hac)0	1.85E-05	0.467	LP-DIR-AF:LT-AF-Z	756659	g	SI1-28.8-D	u	2011-08-07T11:48:43Z	0.0075	300
This study	341.15055462	-6.661119131	SI1-28.9-D:NRM_demag(T,Hac)0	3.55E-05	0.667	LP-DIR-AF:LT-AF-Z	756660	g	SI1-28.9-D	u	2011-08-07T11:48:58Z	0.0075	300
This study	333.5117024	-13.92950453	SI1-29.0-D:NRM_demag(T,Hac)0	3.94E-05	0.867	LP-DIR-AF:LT-AF-Z	756661	g	SI1-29.0-D	u	2011-08-07T11:49:13Z	0.0075	300
This study	331.6407275	-18.11766248	SI1-28.68-D:NRM_demag(T,Hac)0	1.19E-05	0.067	LP-DIR-AF:LT-AF-Z	756662	g	SI1-28.68-D	u	2011-08-07T11:53:23Z	0.01	300
This study	337.59945924	-19.94022421	SI1-28.7-D:NRM_demag(T,Hac)0	7.27E-06	0.267	LP-DIR-AF:LT-AF-Z	756663	g	SI1-28.7-D	u	2011-08-07T11:53:39Z	0.01	300
This study	334.83287217	-29.87241984	SI1-28.8-D:NRM_demag(T,Hac)0	1.85E-05	0.467	LP-DIR-AF:LT-AF-Z	756664	g	SI1-28.8-D	u	2011-08-07T11:53:54Z	0.01	300
This study	341.04153843	-6.796062632	SI1-28.9-D:NRM_demag(T,Hac)0	3.47E-05	0.667	LP-DIR-AF:LT-AF-Z	756665	g	SI1-28.9-D	u	2011-08-07T11:54:09Z	0.01	300
This study	333.50294827	-13.97284025	SI1-29.0-D:NRM_demag(T,Hac)0	3.91E-05	0.867	LP-DIR-AF:LT-AF-Z	756666	g	SI1-29.0-D	u	2011-08-07T11:54:24Z	0.01	300
This study	332.28369308	-17.80160123	SI1-28.68-D:NRM_demag(T,Hac)0	1.19E-05	0.067	LP-DIR-AF:LT-AF-Z	756667	g	SI1-28.68-D	u	2011-08-07T11:59:18Z	0.015	300
This study	337.63494108	-19.33415019	SI1-28.7-D:NRM_demag(T,Hac)0	7.06E-06	0.267	LP-DIR-AF:LT-AF-Z	756668	g	SI1-28.7-D	u	2011-08-07T11:59:33Z	0.015	300
This study	334.76559355	-29.64915058	SI1-28.8-D:NRM_demag(T,Hac)0	1.83E-05	0.467	LP-DIR-AF:LT-AF-Z	756669	g	SI1-28.8-D	u	2011-08-07T11:59:49Z	0.015	300
This study	340.97646422	-6.967419741	SI1-28.9-D:NRM_demag(T,Hac)0	3.22E-05	0.667	LP-DIR-AF:LT-AF-Z	756670	g	SI1-28.9-D	u	2011-08-07T12:00:04Z	0.015	300
This study	333.52561165	-14.04097359	SI1-29.0-D:NRM_demag(T,Hac)0	3.75E-05	0.867	LP-DIR-AF:LT-AF-Z	756671	g	SI1-29.0-D	u	2011-08-07T12:00:19Z	0.015	300
This study	332.70116027	-17.41103652	SI1-28.68-D:NRM_demag(T,Hac)0	1.16E-05	0.067	LP-DIR-AF:LT-AF-Z	756672	g	SI1-28.68-D	u	2011-08-07T12:04:38Z	0.02	300
This study	337.79036493	-18.94094625	SI1-28.7-D:NRM_demag(T,Hac)0	6.54E-06	0.267	LP-DIR-AF:LT-AF-Z	756673	g	SI1-28.7-D	u	2011-08-07T12:04:53Z	0.02	300
This study	334.73944312	-29.50512419	SI1-28.8-D:NRM_demag(T,Hac)0	1.77E-05	0.467	LP-DIR-AF:LT-AF-Z	756674	g	SI1-28.8-D	u	2011-08-07T12:05:08Z	0.02	300
This study	340.95496561	-7.116489454	SI1-28.9-D:NRM_demag(T,Hac)0	2.91E-05	0.667	LP-DIR-AF:LT-AF-Z	756675	g	SI1-28.9-D	u	2011-08-07T12:05:23Z	0.02	300
This study	333.52858651	-14.11617851	SI1-29.0-D:NRM_demag(T,Hac)0	3.51E-05	0.867	LP-DIR-AF:LT-AF-Z	756676	g	SI1-29.0-D	u	2011-08-07T12:05:38Z	0.02	300
This study	333.01229601	-17.04490277	SI1-28.68-D:NRM_demag(T,Hac)0	1.12E-05	0.067	LP-DIR-AF:LT-AF-Z	756677	g	SI1-28.68-D	u	2011-08-07T12:10:39Z	0.025	300
This study	337.70573469	-18.57147534	SI1-28.7-D:NRM_demag(T,Hac)0	5.90E-06	0.267	LP-DIR-AF:LT-AF-Z	756678	g	SI1-28.7-D	u	2011-08-07T12:10:54Z	0.025	300
This study	334.68878969	-29.33867687	SI1-28.8-D:NRM_demag(T,Hac)0	1.69E-05	0.467	LP-DIR-AF:LT-AF-Z	756679	g	SI1-28.8-D	u	2011-08-07T12:11:10Z	0.025	300
This study	340.85960337	-7.263232044	SI1-28.9-D:NRM_demag(T,Hac)0	2.60E-05	0.667	LP-DIR-AF:LT-AF-Z	756680	g	SI1-28.9-D	u	2011-08-07T12:11:25Z	0.025	300
This study	333.5279243	-14.1568726	SI1-29.0-D:NRM_demag(T,Hac)0	3.24E-05	0.867	LP-DIR-AF:LT-AF-Z	756681	g	SI1-29.0-D	u	2011-08-07T12:11:40Z	0.025	300
This study	333.24809307	-16.78002057	SI1-28.68-D:NRM_demag(T,Hac)0	1.06E-05	0.067	LP-DIR-AF:LT-AF-Z	756682	g	SI1-28.68-D	u	2011-08-07T12:16:08Z	0.03	300
This study	337.9408864	-18.18970356	SI1-28.7-D:NRM_demag(T,Hac)0	5.23E-06	0.267	LP-DIR-AF:LT-AF-Z	756683	g	SI1-28.7-D	u	2011-08-07T12:16:23Z	0.03	300
This study	334.73585026	-29.16407314	SI1-28.8-D:NRM_demag(T,Hac)0	1.58E-05	0.467	LP-DIR-AF:LT-AF-Z	756684	g	SI1-28.8-D	u	2011-08-07T12:16:38Z	0.03	300
This study	341.02290004	-7.334588354	SI1-28.9-D:NRM_demag(T,Hac)0	2.27E-05	0.667	LP-DIR-AF:LT-AF-Z	756685	g	SI1-28.9-D	u	2011-08-07T12:16:53Z	0.03	300
This study	333.64496306	-14.17561121	SI1-29.0-D:NRM_demag(T,Hac)0	2.95E-05	0.867	LP-DIR-AF:LT-AF-Z	756686	g	SI1-29.0-D	u	2011-08-07T12:17:09Z	0.03	300
This study	333.58480648	-16.50504318	SI1-28.68-D:NRM_demag(T,Hac)0	9.94E-06	0.067	LP-DIR-AF:LT-AF-Z	756687	g	SI1-28.68-D	u	2011-08-07T12:21:40Z	0.035	300
This study	337.33370645	-18.32215766	SI1-28.7-D:NRM_demag(T,Hac)0	4.52E-06	0.267	LP-DIR-AF:LT-AF-Z	756688	g	SI1-28.7-D	u	2011-08-07T12:21:56Z	0.035	300
This study	334.60068667	-29.0775087	SI1-28.8-D:NRM_demag(T,Hac)0	1.47E-05	0.467	LP-DIR-AF:LT-AF-Z	756689	g	SI1-28.8-D	u	2011-08-07T12:22:11Z	0.035	300
This study	340.96243907	-7.375693605	SI1-28.9-D:NRM_demag(T,Hac)0	1.99E-05	0.667	LP-DIR-AF:LT-AF-Z	756690	g	SI1-28.9-D	u	2011-08-07T12:22:26Z	0.035	300
This study	333.67566068	-14.18234023	SI1-29.0-D:NRM_demag(T,Hac)0	2.68E-05	0.867	LP-DIR-AF:LT-AF-Z	756691	g	SI1-29.0-D	u	2011-08-07T12:22:41Z	0.035	300
This study	333.52213665	-16.37874007	SI1-28.68-D:NRM_demag(T,Hac)0	9.41E-06	0.067	LP-DIR-AF:LT-AF-Z	756692	g	SI1-28.68-D	u	2011-08-07T12:27:16Z	0.04	300
This study	337.75668483	-17.80921656	SI1-28.7-D:NRM_demag(T,Hac)0	4.15E-06	0.267	LP-DIR-AF:LT-AF-Z	756693	g	SI1-28.7-D	u	2011-08-07T12:27:31Z	0.04	300
This study	334.58191655	-29.06916796	SI1-28.8-D:NRM_demag(T,Hac)0	1.39E-05	0.467	LP-DIR-AF:LT-AF-Z	756694	g	SI1-28.8-D	u	2011-08-07T12:27:46Z	0.04	300
This study	340.84296701	-7.39408598	SI1-28.9-D:NRM_demag(T,Hac)0	1.79E-05	0.667	LP-DIR-AF:LT-AF-Z	756695	g	SI1-28.9-D	u	2011-08-07T12:28:02Z	0.04	300
This study	333.6558565	-14.21726635	SI1-29.0-D:NRM_demag(T,Hac)0	2.49E-05	0.867	LP-DIR-AF:LT-AF-Z	756696	g	SI1-29.0-D	u	2011-08-07T12:28:17Z	0.04	300
This study	333.93802219	-16.16342205	SI1-28.68-D:NRM_demag(T,Hac)0	8.16E-06	0.067	LP-DIR-AF:LT-AF-Z	756697	g	SI1-28.68-D	u	2011-08-07T12:33:00Z	0.05	300
This study	338.11480323	-17.22732283	SI1-28.7-D:NRM_demag(T,Hac)0	3.36E-06	0.267	LP-DIR-AF:LT-AF-Z	756698	g	SI1-28.7-D	u	2011-08-07T12:33:15Z	0.05	300
This study	334.58343599	-28.91965217	SI1-28.8-D:NRM_demag(T,Hac)0	1.20E-05	0.467	LP-DIR-AF:LT-AF-Z	756699	g	SI1-28.8-D	u	2011-08-07T12:33:31Z	0.05	300
This study	340.94558306	-7.459678533	SI1-28.9-D:NRM_demag(T,Hac)0	1.40E-05	0.667	LP-DIR-AF:LT-AF-Z	756700	g	SI1-28.9-D	u	2011-08-07T12:33:46Z	0.05	300
This study	333.7075362	-14.05664926	SI1-29.0-D:NRM_demag(T,Hac)0	2.07E-05	0.867	LP-DIR-AF:LT-AF-Z	756701	g	SI1-29.0-D	u	2011-08-07T12:34:01Z	0.05	300
This study	333.85262366	-15.65341178	SI1-28.68-D:NRM_demag(T,Hac)0	7.13E-06	0.067	LP-DIR-AF:LT-AF-Z	756702	g	SI1-28.68-D	u	2011-08-07T12:38:53Z	0.06	300
This study	336.23076988	-17.51650048	SI1-28.7-D:NRM_demag(T,Hac)0	2.64E-06	0.267	LP-DIR-AF:LT-AF-Z	756703	g	SI1-28.7-D	u	2011-08-07T12:39:08Z	0.06	300
This study	334.58540296	-29.00242695	SI1-28.8-D:NRM_demag(T,Hac)0	1.03E-05	0.467	LP-DIR-AF:LT-AF-Z	756704	g	SI1-28.8-D	u	2011-08-07T12:39:23Z	0.06	300
This study	340.77414865	-7.464610136	SI1-28.9-D:NRM_demag(T,Hac)0	1.11E-05	0.667	LP-DIR-AF:LT-AF-Z	756705	g	SI1-28.9-D	u	2011-08-07T12:39:38Z	0.06	300
This study	333.63278814	-14.14725292	SI1-29.0-D:NRM_demag(T,Hac)0	1.73E-05	0.867	LP-DIR-AF:LT-AF-Z	756706	g	SI1-29.0-D	u	2011-08-07T12:39:54Z	0.06	300
This study	333.27197633	-15.48286328	SI1-28.68-D:NRM_demag(T,Hac)0	5.37E-06	0.067	LP-DIR-AF:LT-AF-Z	756707	g	SI1-28.68-D	u	2011-08-07T12:45:00Z	0.08	300
This study	338.75388606	-16.01876034	SI1-28.7-D:NRM_demag(T,Hac)0	1.92E-06	0.267	LP-DIR-AF:LT-AF-Z	756708	g	SI1-28.7-D	u	2011-08-07T12:45:15Z	0.08	300
This study	334.35367254	-29.20172957	SI1-28.8-D:NRM_demag(T,Hac)0	7.63E-06	0.467	LP-DIR-AF:LT-AF-Z	756709	g	SI1-28.8-D	u	2011-08-07T12:45:30Z	0.08	300
This study	340.62286359	-7.52704901	SI1-28.9-D:NRM_demag(T,Hac)0	7.94E-06	0.667	LP-DIR-AF:LT-AF-Z	756710	g	SI1-28.9-D	u	2011-08-07T12:45:46Z	0.08	300
This study	333.40624746	-14.01910752	SI1-29.0-D:NRM_demag(T,Hac)0	1.29E-05	0.867	LP-DIR-AF:LT-AF-Z	756711	g	SI1-29.0-D	u	2011-08-07T12:46:01Z	0.08	300
This study	334.1925831	-14.96884234	SI1-28.68-D:NRM_demag(T,Hac)0	3.67E-06	0.067	LP-DIR-AF:LT-AF-Z	756712	g	SI1-28.68-D	u	2011-08-07T12:51:25Z	0.1	300
This study	339.23070227	-14.2611723	SI1-28.7-D:NRM_demag(T,Hac)0	1.25E-06	0.267	LP-DIR-AF:LT-AF-Z	756713	g	SI1-28.7-D	u	2011-08-07T12:51:40Z	0.1	300
This study	334.56289632	-29.16517973	SI1-28.8-D:NRM_demag(T,Hac)0	5.22E-06	0.467	LP-DIR-AF:LT-AF-Z	756714	g	SI1-28.8-D	u	2011-08-07T12:51:56Z	0.1	300
This study	338.99116633	-7.75088897	SI1-28.9-D:NRM_demag(T,Hac)0	5.83E-06	0.667	LP-DIR-AF:LT-AF-Z	756715	g	SI1-28.9-D	u	2011-08-07T12:52:11Z	0.1	300
This study	333.3053927	-14.05995419	SI1-29.0-D:NRM_demag(T,Hac)0	9.36E-06	0.867	LP-DIR-AF:LT-AF-Z	756716	g	SI1-29.0-D	u	2011-08-07T12:52:26Z	0.1	300
This study	332.47863342	-15.50463067	SI1-28.68-D:NRM_demag(T,Hac)0	2.28E-06	0.067	LP-DIR-AF:LT-AF-Z	756717	g	SI1-28.68-D	u	2011-08-07T12:58:08Z	0.12	300
This study	327.99938734	-14.4069832	SI1-28.7-D:NRM_demag(T,Hac)0	9.70E-07	0.267	LP-DIR-AF:LT-AF-Z	756718	g	SI1-28.7-D	u	2011-08-07T12:58:23Z	0.12	300
This study	336.44982199	-29.0364552	SI1-28.8-D:NRM_demag(T,Hac)0	3.57E-06	0.467	LP-DIR-AF:LT-AF-Z	756719	g	SI1-28.8-D	u	2011-08-07T12:58:38Z	0.12	300
This study	337.98952506	-7.676516359	SI1-28.9-D:NRM_demag(T,Hac)0	4.56E-06	0.667	LP-DIR-AF:LT-AF-Z	756720	g	SI1-28.9-D	u	2011-08-07T12:58:54Z	0.12	300
This study	333.37886159	-13.52164515	SI1-29.0-D:NRM_demag(T,Hac)0	7.21E-06	0.867	LP-DIR-AF:LT-AF-Z	756721	g	SI1-29.0-D	u	2011-08-07T12:59:09Z	0.12	300
This study	329.38921564	-19.30525029	SI1-28.68-D:NRM_demag(T,Hac)0	1.26E-06	0.067	LP-DIR-AF:LT-AF-Z	756722	g	SI1-28.68-D	u	2011-08-07T13:05:12Z	0.145	300
This study	311.55454509	-19.32643916	SI1-28.7-D:NRM_demag(T,Hac)0	4.86E-07	0.267	LP-DIR-AF:LT-AF-Z	756723	g	SI1-28.7-D	u	2011-08-07T13:05:28Z	0.145	300
This study	334.4372245	-28.71385477	SI1-28.8-D:NRM_demag(T,Hac)0	2.33E-06	0.467	LP-DIR-AF:LT-AF-Z	756724	g	SI1-28.8-D	u	2011-08-07T13:05:43Z	0.145	300
This study	337.7527425	-7.805728932	SI1-28.9-D:NRM_demag(T,Hac)0	3.39E-06	0.667	LP-DIR-AF:LT-AF-Z	756725	g	SI1-28.9-D	u	2011-08-07T13:05:58Z	0.145	300
This study	333.74227253	-12.79183588	SI1-29.0-D:NRM_demag(T,Hac)0	5.16E-06	0.867	LP-DIR-AF:LT-AF-Z	756726	g	SI1-29.0-D	u	2011-08-07T13:06:13Z	0.145	300
This study	307.53071149	-9.220654459	SI1-28.68-D:NRM_demag(T,Hac)0	1.20E-06	0.067	LP-DIR-AF:LT-AF-Z	756727	g	SI1-28.68-D	u	2011-08-07T13:12:41Z	0.17	300
This study	321.64416738	-4.958250626	SI1-28.7-D:NRM_demag(T,Hac)0	3.82E-07	0.267	LP-DIR-AF:LT-AF-Z	756728	g	SI1-28.7-D	u	2011-08-07T13:12:56Z	0.17	300
This study	333.65464218	-27.66969645	SI1-28.8-D:NRM_demag(T,Hac)0	1.56E-06	0.467	LP-DIR-AF:LT-AF-Z	756729	g	SI1-28.8-D	u	2011-08-07T13:13:11Z	0.17	300
This study	334.51442667	-6.426817573	SI1-28.9-D:NRM_demag(T,Hac)0	2.56E-06	0.667	LP-DIR-AF:LT-AF-Z	756730	g	SI1-28.9-D	u	2011-08-07T13:13:26Z	0.17	300
This study	330.17418643	-12.94319099	SI1-29.0-D:NRM_demag(T,Hac)0	3.27E-06	0.867	LP-DIR-AF:LT-AF-Z	756731	g	SI1-29.0-D	u	2011-08-07T13:13:41Z	0.17	300
This study	356.411484815	-32.26951222	SI1-29.1-D:NRM_demag(T,Hac)0	1.53E-05	0.067	LP-DIR-AF:LT-NO	756732	g	SI1-29.1-D	u	2011-08-07T13:55:52Z	0	300
This study	4.094519895	-5.572328258	SI1-29.15-D:NRM_demag(T,Hac)0	5.99E-06	0.267	LP-DIR-AF:LT-NO	756733	g	SI1-29.15-D	u	2011-08-07T13:56:07Z	0	300
This study	345.8164413	-27.37398489	SI1-29.2-D:NRM_demag(T,Hac)0	2.16E-05	0.467	LP-DIR-AF:LT-NO	756734	g	SI1-29.2-D	u	2011-08-07T13:56:22Z	0	300
This study	334.89638846	-31.96751502	SI1-29.24-D:NRM_demag(T,Hac)0	5.13E-06	0.667	LP-DIR-AF:LT-NO	756735	g	SI1-29.24-D	u	2011-08-07T13:56:37Z	0	300
This study	355.19315303	-32.54608221	SI1-29.25-D:NRM_demag(T,Hac)0	1.39E-05	0.867	LP-DIR-AF:LT-NO	756736	g	SI1-29.25-D	u	2011-08-07T13:56:52Z	0	300
This study	338.28591464	-31.52073292	SI1-29.4-D:NRM_demag(T,Hac)0	1.72E-05	1.067	LP-DIR-AF:LT-NO	756737	g	SI1-29.4-D	u	2011-08-07T13:57:07Z	0	300
This study	356.328788445	-32.20004586	SI1-29.1-D:NRM_demag(T,Hac)0	1.54E-05	0.067	LP-DIR-AF:LT-AF-Z	756738	g	SI1-29.1-D	u	2011-08-07T14:01:01Z	0.0025	300
This study	4.066717933	-5.446052929	SI1-29.15-D:NRM_demag(T,Hac)0	6.04E-06	0.267	LP-DIR-AF:LT-AF-Z	756739	g	SI1-29.15-D	u	2011-08-07T14:01:16Z	0.0025	300
This study	345.75801598	-27.33434244	SI1-29.2-D:NRM_demag(T,Hac)0	2.16E-05	0.467	LP-DIR-AF:LT-AF-Z	756740	g	SI1-29.2-D	u	2011-08-07T14:01:31Z	0.0025	300
This study	335.01858989	-31.96840431	SI1-29.24-D:NRM_demag(T,Hac)0	5.14E-06	0.667	LP-DIR-AF:LT-AF-Z	756741	g	SI1-29.24-D	u	2011-08-07T14:01:46Z	0.0025	300
This study	355.116340821	-32.48940683	SI1-29.25-D:NRM_demag(T,Hac)0	1.39E-05	0.867	LP-DIR-AF:LT-AF-Z	756742	g	SI1-29.25-D	u	2011-08-07T14:02:01Z	0.0025	300
This study	338.46953559	-31.35064658	SI1-29.4-D:NRM_demag(T,Hac)0	1.73E-05	1.067	LP-DIR-AF:LT-AF-Z	756743	g	SI1-29.4-D	u	2011-08-07T14:02:16Z	0.0025	300
This study	356.138344083	-31.91113769	SI1-29.1-D:NRM_demag(T,Hac)0	1.56E-05	0.067	LP-DIR-AF:LT-AF-Z	756744	g	SI1-29.1-D	u	2011-08-07T14:06:13Z	0.0075	300
This study	3.68496909	-4.438431386	SI1-29.15-D:NRM_demag(T,Hac)0	6.39E-06	0.267	LP-DIR-AF:LT-AF-Z	756745	g	SI1-29.15-D	u	2011-08-07T14:06:28Z	0.0075	300
This study	345.69843292	-27.19908511	SI1-29.2-D:NRM_demag(T,Hac)0	2.18E-05	0.467	LP-DIR-AF:LT-AF-Z	756746	g	SI1-29.2-D	u	2011-08-07T14:06:43Z	0.0075	300
This study	335.6118683	-31.27780981	SI1-29.24-D:NRM_demag(T,Hac)0	5.32E-06	0.667	LP-DIR-AF:LT-AF-Z	756747	g	SI1-29.24-D	u	2011-08-07T14:06:58Z	0.0075	300
This study	354.914546717	-32.19302458	SI1-29.25-D:NRM_demag(T,Hac)0	1.42E-05	0.867	LP-DIR-AF:LT-AF-Z	756748	g	SI1-29.25-D	u	2011-08-07T14:07:13Z	0.0075	300
This study	338.5278363	-30.8345868	SI1-29.4-D:NRM_demag(T,Hac)0	1.76E-05	1.067	LP-DIR-AF:LT-AF-Z	756749	g	SI1-29.4-D	u	2011-08-07T14:07:28Z	0.0075	300
This study	355.993009631	-31.75580272	SI1-29.1-D:NRM_demag(T,Hac)0	1.57E-05	0.067	LP-DIR-AF:LT-AF-Z	756750	g	SI1-29.1-D	u	2011-08-07T14:11:28Z	0.01	300
This study	3.436477648	-3.963761792	SI1-29.15-D:NRM_demag(T,Hac)0	6.56E-06	0.267	LP-DIR-AF:LT-AF-Z	756751	g	SI1-29.15-D	u	2011-08-07T14:11:43Z	0.01	300
This study	345.65114521	-27.13348467	SI1-29.2-D:NRM_demag(T,Hac)0	2.19E-05	0.467	LP-DIR-AF:LT-AF-Z	756752	g	SI1-29.2-D	u	2011-08-07T14:11:58Z	0.01	300
This study	335.79495045	-30.85324783	SI1-29.24-D:NRM_demag(T,Hac)0	5.40E-06	0.667	LP-DIR-AF:LT-AF-Z	756753	g	SI1-29.24-D	u	2011-08-07T14:12:13Z	0.01	300
This study	354.765397897	-32.00853199	SI1-29.25-D:NRM_demag(T,Hac)0	1.43E-05	0.867	LP-DIR-AF:LT-AF-Z	756754	g	SI1-29.25-D	u	2011-08-07T14:12:28Z	0.01	300
This study	338.4765266	-30.52597003	SI1-29.4-D:NRM_demag(T,Hac)0	1.77E-05	1.067	LP-DIR-AF:LT-AF-Z	756755	g	SI1-29.4-D	u	2011-08-07T14:12:43Z	0.01	300
This study	355.866823909	-31.63022539	SI1-29.1-D:NRM_demag(T,Hac)0	1.58E-05	0.067	LP-DIR-AF:LT-AF-Z	756756	g	SI1-29.1-D	u	2011-08-07T14:16:47Z	0.015	300
This study	3.051833812	-3.308776433	SI1-29.15-D:NRM_demag(T,Hac)0	6.74E-06	0.267	LP-DIR-AF:LT-AF-Z	756757	g	SI1-29.15-D	u	2011-08-07T14:17:03Z	0.015	300
This study	345.6394385	-27.07790869	SI1-29.2-D:NRM_demag(T,Hac)0	2.17E-05	0.467	LP-DIR-AF:LT-AF-Z	756758	g	SI1-29.2-D	u	2011-08-07T14:17:18Z	0.015	300
This study	336.12161086	-30.32504212	SI1-29.24-D:NRM_demag(T,Hac)0	5.39E-06	0.667	LP-DIR-AF:LT-AF-Z	756759	g	SI1-29.24-D	u	2011-08-07T14:17:33Z	0.015	300
This study	354.613155568	-31.75923016	SI1-29.25-D:NRM_demag(T,Hac)0	1.43E-05	0.867	LP-DIR-AF:LT-AF-Z	756760	g	SI1-29.25-D	u	2011-08-07T14:17:48Z	0.015	300
This study	338.43696787	-30.19119787	SI1-29.4-D:NRM_demag(T,Hac)0	1.74E-05	1.067	LP-DIR-AF:LT-AF-Z	756761	g	SI1-29.4-D	u	2011-08-07T14:18:03Z	0.015	300
This study	355.73055066	-31.57608943	SI1-29.1-D:NRM_demag(T,Hac)0	1.57E-05	0.067	LP-DIR-AF:LT-AF-Z	756762	g	SI1-29.1-D	u	2011-08-07T14:22:11Z	0.02	300
This study	2.736501518	-2.876735533	SI1-29.15-D:NRM_demag(T,Hac)0	6.79E-06	0.267	LP-DIR-AF:LT-AF-Z	756763	g	SI1-29.15-D	u	2011-08-07T14:22:26Z	0.02	300
This study	345.62922992	-27.0380602	SI1-29.2-D:NRM_demag(T,Hac)0	2.12E-05	0.467	LP-DIR-AF:LT-AF-Z	756764	g	SI1-29.2-D	u	2011-08-07T14:22:41Z	0.02	300
This study	336.17723959	-29.89459253	SI1-29.24-D:NRM_demag(T,Hac)0	5.25E-06	0.667	LP-DIR-AF:LT-AF-Z	756765	g	SI1-29.24-D	u	2011-08-07T14:22:56Z	0.02	300
This study	354.478538473	-31.62155801	SI1-29.25-D:NRM_demag(T,Hac)0	1.42E-05	0.867	LP-DIR-AF:LT-AF-Z	756766	g	SI1-29.25-D	u	2011-08-07T14:23:11Z	0.02	300
This study	338.41144453	-29.94629432	SI1-29.4-D:NRM_demag(T,Hac)0	1.67E-05	1.067	LP-DIR-AF:LT-AF-Z	756767	g	SI1-29.4-D	u	2011-08-07T14:23:26Z	0.02	300
This study	355.544883423	-31.54409701	SI1-29.1-D:NRM_demag(T,Hac)0	1.53E-05	0.067	LP-DIR-AF:LT-AF-Z	756768	g	SI1-29.1-D	u	2011-08-07T14:27:38Z	0.025	300
This study	2.475037041	-2.568216232	SI1-29.15-D:NRM_demag(T,Hac)0	6.73E-06	0.267	LP-DIR-AF:LT-AF-Z	756769	g	SI1-29.15-D	u	2011-08-07T14:27:53Z	0.025	300
This study	345.63998853	-27.07541484	SI1-29.2-D:NRM_demag(T,Hac)0	2.03E-05	0.467	LP-DIR-AF:LT-AF-Z	756770	g	SI1-29.2-D	u	2011-08-07T14:28:08Z	0.025	300
This study	336.35098969	-29.53261858	SI1-29.24-D:NRM_demag(T,Hac)0	5.01E-06	0.667	LP-DIR-AF:LT-AF-Z	756771	g	SI1-29.24-D	u	2011-08-07T14:28:24Z	0.025	300
This study	354.350590503	-31.56081194	SI1-29.25-D:NRM_demag(T,Hac)0	1.40E-05	0.867	LP-DIR-AF:LT-AF-Z	756772	g	SI1-29.25-D	u	2011-08-07T14:28:39Z	0.025	300
This study	338.32663776	-29.84228904	SI1-29.4-D:NRM_demag(T,Hac)0	1.59E-05	1.067	LP-DIR-AF:LT-AF-Z	756773	g	SI1-29.4-D	u	2011-08-07T14:28:54Z	0.025	300
This study	355.511340695	-31.53428155	SI1-29.1-D:NRM_demag(T,Hac)0	1.47E-05	0.067	LP-DIR-AF:LT-AF-Z	756774	g	SI1-29.1-D	u	2011-08-07T14:33:10Z	0.03	300
This study	2.190578059	-2.265079067	SI1-29.15-D:NRM_demag(T,Hac)0	6.57E-06	0.267	LP-DIR-AF:LT-AF-Z	756775	g	SI1-29.15-D	u	2011-08-07T14:33:25Z	0.03	300
