tab 	er_samples
er_citation_names	er_location_name	er_sample_name	er_site_name	magic_method_codes	sample_azimuth	sample_class	sample_description	sample_dip	sample_lat	sample_lithology	sample_lon	sample_type
This study	Simpson Island	SI4-25.9	SI4(21.4 to 30.0)	FS-FD:SO-POM:SO-CMD-NORTH	329	Igneous : Extrusive	oriented core	-84	48.752	Basalt	-87.5972	Lava Flow
This study	Simpson Island	SI4-40.15	SI4(39.7 to 44.7)	FS-FD:SO-POM:SO-CMD-NORTH	227	Igneous : Extrusive	oriented core	-99	48.7516	Basalt	-87.5967	Lava Flow
This study	Simpson Island	SI4-40.2	SI4(39.7 to 44.7)	FS-FD:SO-POM:SO-CMD-NORTH	220	Igneous : Extrusive	oriented core	-93	48.7516	Basalt	-87.5967	Lava Flow
This study	Simpson Island	SI4-40.3	SI4(39.7 to 44.7)	FS-FD:SO-POM:SO-CMD-NORTH	220	Igneous : Extrusive	oriented core	-48	48.7516	Basalt	-87.5967	Lava Flow
This study	Simpson Island	SI4-40.5	SI4(39.7 to 44.7)	FS-FD:SO-POM:SO-CMD-NORTH	216	Igneous : Extrusive	oriented core	-97	48.7516	Basalt	-87.5967	Lava Flow
This study	Simpson Island	SI4-40.8	SI4(39.7 to 44.7)	FS-FD:SO-POM:SO-CMD-NORTH	225	Igneous : Extrusive	oriented core	-92	48.7516	Basalt	-87.5967	Lava Flow
This study	Simpson Island	SI4-41.0	SI4(39.7 to 44.7)	FS-FD:SO-POM:SO-CMD-NORTH	231	Igneous : Extrusive	oriented core	-101	48.7516	Basalt	-87.5967	Lava Flow
This study	Simpson Island	SI4-73.65	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	315	Igneous : Extrusive	oriented core	-25	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-73.66	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	334	Igneous : Extrusive	oriented core	-26	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-73.70	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	0	Igneous : Extrusive	oriented core	-18	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-73.90	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	310	Igneous : Extrusive	oriented core	-16	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-74.00	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	310	Igneous : Extrusive	oriented core	-36	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-74.20	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	286	Igneous : Extrusive	oriented core	-27	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-74.39	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	312	Igneous : Extrusive	oriented core	-21	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-74.41	SI4(72.3 to 74.6)	FS-FD:SO-POM:SO-CMD-NORTH	312	Igneous : Extrusive	oriented core	-13	48.7508	Basalt	-87.5957	Lava Flow
This study	Simpson Island	SI4-75.20	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	236	Igneous : Extrusive	oriented core	-72	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-75.30	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	276	Igneous : Extrusive	oriented core	-15	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-75.35	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	282	Igneous : Extrusive	oriented core	-22	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-75.45	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	238	Igneous : Extrusive	oriented core	-101	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-75.50	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	245	Igneous : Extrusive	oriented core	-102	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-75.60	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	203	Igneous : Extrusive	oriented core	-90	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-75.70	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	223	Igneous : Extrusive	oriented core	-93	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-76.00	SI4(74.6 to 80.0)	FS-FD:SO-POM:SO-CMD-NORTH	290	Igneous : Extrusive	oriented core	-76	48.7507	Basalt	-87.5953	Lava Flow
This study	Simpson Island	SI4-82.00	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	250	Igneous : Extrusive	oriented core	-91	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-82.60	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	196	Igneous : Extrusive	oriented core	-61	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-82.61	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	193	Igneous : Extrusive	oriented core	-60	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-82.90	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	168	Igneous : Extrusive	oriented core	-74	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-85.20	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	150	Igneous : Extrusive	oriented core	-62	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-86.70	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	218	Igneous : Extrusive	oriented core	-32	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-86.75	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	226	Igneous : Extrusive	oriented core	-24	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-86.80	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	321	Igneous : Extrusive	oriented core	-59	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI4-86.85	SI4(80.2 to 100.7)	FS-FD:SO-POM:SO-CMD-NORTH	325	Igneous : Extrusive	oriented core	-76	48.7505	Basalt	-87.5951	Lava Flow
This study	Simpson Island	SI5a-1.4	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	257	Igneous : Extrusive	oriented core	-25	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-1.6	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	161	Igneous : Extrusive	oriented core	-77	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-2.1	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	142	Igneous : Extrusive	oriented core	-92	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-2.3	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	141	Igneous : Extrusive	oriented core	-83	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-2.6	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	153	Igneous : Extrusive	oriented core	-51	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-3.0	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	161	Igneous : Extrusive	oriented core	-43	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-5.0	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	114	Igneous : Extrusive	oriented core	-9	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-6.93	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	188	Igneous : Extrusive	oriented core	-52	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-6.99	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	179	Igneous : Extrusive	oriented core	-61	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-7.0	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	175	Igneous : Extrusive	oriented core	-66	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-7.25	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	185	Igneous : Extrusive	oriented core	-63	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5a-7.3	SI5a(0.0 to 9.0)	FS-FD:SO-POM:SO-CMD-NORTH	185	Igneous : Extrusive	oriented core	-42	48.7363	Basalt	-87.6962	Lava Flow
This study	Simpson Island	SI5b-116.6	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	190	Igneous : Extrusive	oriented core	-62	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-116.9	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	206	Igneous : Extrusive	oriented core	-65	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-117.0	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	205	Igneous : Extrusive	oriented core	-70	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-117.05	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	205	Igneous : Extrusive	oriented core	-70	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-117.1	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	199	Igneous : Extrusive	oriented core	-76	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-117.15	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	204	Igneous : Extrusive	oriented core	-78	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-117.4	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	114	Igneous : Extrusive	oriented core	-75	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-117.9	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	185	Igneous : Extrusive	oriented core	-86	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-118.2	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	193	Igneous : Extrusive	oriented core	-85	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-118.25	SI5b(115.0 to 120.2)	FS-FD:SO-POM:SO-CMD-NORTH	187	Igneous : Extrusive	oriented core	-74	48.7388	Basalt	-87.6855	Lava Flow
This study	Simpson Island	SI5b-133.3	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	221	Igneous : Extrusive	oriented core	-32	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-133.4	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	189	Igneous : Extrusive	oriented core	-38	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-146.0	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	265	Igneous : Extrusive	oriented core	-80	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-146.3	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	247	Igneous : Extrusive	oriented core	-86	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-146.5	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	220	Igneous : Extrusive	oriented core	-79	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-159.7	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	70	Igneous : Extrusive	oriented core	-33	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-159.9	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	297	Igneous : Extrusive	oriented core	-37	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-160.0	SI5b(132.4 to 171.9)	FS-FD:SO-POM:SO-CMD-NORTH	54	Igneous : Extrusive	oriented core	-49	48.7385	Basalt	-87.6864	Lava Flow
This study	Simpson Island	SI5b-184.2	SI5b(183.4 to 188.7)	FS-FD:SO-POM:SO-CMD-NORTH	13	Igneous : Extrusive	oriented core	-22	48.7376	Basalt	-87.6934	Lava Flow
This study	Simpson Island	SI5b-184.3	SI5b(183.4 to 188.7)	FS-FD:SO-POM:SO-CMD-NORTH	294	Igneous : Extrusive	oriented core	-60	48.7376	Basalt	-87.6934	Lava Flow
This study	Simpson Island	SI5b-184.5	SI5b(183.4 to 188.7)	FS-FD:SO-POM:SO-CMD-NORTH	4	Igneous : Extrusive	oriented core	-8	48.7376	Basalt	-87.6934	Lava Flow
This study	Simpson Island	SI5b-185.7	SI5b(183.4 to 188.7)	FS-FD:SO-POM:SO-CMD-NORTH	114	Igneous : Extrusive	oriented core	-29	48.7376	Basalt	-87.6934	Lava Flow
This study	Simpson Island	SI5b-186.2	SI5b(183.4 to 188.7)	FS-FD:SO-POM:SO-CMD-NORTH	164	Igneous : Extrusive	oriented core	-39	48.7376	Basalt	-87.6934	Lava Flow
This study	Simpson Island	SI5b-186.5	SI5b(183.4 to 188.7)	FS-FD:SO-POM:SO-CMD-NORTH	236	Igneous : Extrusive	oriented core	-13	48.7376	Basalt	-87.6934	Lava Flow
This study	Simpson Island	SI5b-198.3	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	185	Igneous : Extrusive	oriented core	-92	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-198.4	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	159	Igneous : Extrusive	oriented core	-107	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-198.6	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	146	Igneous : Extrusive	oriented core	-87	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-198.8	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	221	Igneous : Extrusive	oriented core	-67	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-212.4	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	181	Igneous : Extrusive	oriented core	-65	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-212.6	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	207	Igneous : Extrusive	oriented core	-73	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-214.0	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	305	Igneous : Extrusive	oriented core	-71	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-214.2	SI5b(197.5 to 216.7)	FS-FD:SO-POM:SO-CMD-NORTH	289	Igneous : Extrusive	oriented core	-91	48.7373	Basalt	-87.6935	Lava Flow
This study	Simpson Island	SI5b-13.6	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	159	Igneous : Extrusive	oriented core	-64	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-14.4	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	160	Igneous : Extrusive	oriented core	-34	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-14.7	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	167	Igneous : Extrusive	oriented core	-25	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-15.0	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	174	Igneous : Extrusive	oriented core	-33	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-15.5	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	36	Igneous : Extrusive	oriented core	-22	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-16.2	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	80	Igneous : Extrusive	oriented core	-41	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-6.0	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	-4	Igneous : Extrusive	oriented core	-45	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-7.1	SI5b(3.2 to 30.7)	FS-FD:SO-POM:SO-CMD-NORTH	68	Igneous : Extrusive	oriented core	-34	48.7408	Basalt	-87.6765	Lava Flow
This study	Simpson Island	SI5b-57.6	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	158	Igneous : Extrusive	oriented core	-59	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-57.65	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	321	Igneous : Extrusive	oriented core	-27	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-57.7	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	165	Igneous : Extrusive	oriented core	-57	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-58.0	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	135	Igneous : Extrusive	oriented core	-44	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-58.05	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	140	Igneous : Extrusive	oriented core	-46	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-58.1	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	130	Igneous : Extrusive	oriented core	-70	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-58.65	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH		Igneous : Extrusive	oriented core	-90	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-58.7	SI5b(57.2 to 63.3)	FS-FD:SO-POM:SO-CMD-NORTH	203	Igneous : Extrusive	oriented core	-74	48.7402	Basalt	-87.6838	Lava Flow
This study	Simpson Island	SI5b-65.0	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	219	Igneous : Extrusive	oriented core	-68	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-65.1	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	95	Igneous : Extrusive	oriented core	-89	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-65.2	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	260	Igneous : Extrusive	oriented core	-87	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-65.4	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	229	Igneous : Extrusive	oriented core	-38	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-68.35	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	277	Igneous : Extrusive	oriented core	-90	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-68.4	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	283	Igneous : Extrusive	oriented core	-77	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-68.45	SI5b(64.6 to 70.4)	FS-FD:SO-POM:SO-CMD-NORTH	278	Igneous : Extrusive	oriented core	-102	48.7401	Basalt	-87.6841	Lava Flow
This study	Simpson Island	SI5b-74.0	SI5b(72.6 to 79.0)	FS-FD:SO-POM:SO-CMD-NORTH	146	Igneous : Extrusive	oriented core	-72	48.7399	Basalt	-87.6845	Lava Flow
This study	Simpson Island	SI5b-74.25	SI5b(72.6 to 79.0)	FS-FD:SO-POM:SO-CMD-NORTH	229	Igneous : Extrusive	oriented core	-83	48.7399	Basalt	-87.6845	Lava Flow
This study	Simpson Island	SI5b-74.3	SI5b(72.6 to 79.0)	FS-FD:SO-POM:SO-CMD-NORTH	208	Igneous : Extrusive	oriented core	-67	48.7399	Basalt	-87.6845	Lava Flow
This study	Simpson Island	SI5b-75.4	SI5b(72.6 to 79.0)	FS-FD:SO-POM:SO-CMD-NORTH	16	Igneous : Extrusive	oriented core	-10	48.7399	Basalt	-87.6845	Lava Flow
This study	Simpson Island	SI5b-76.0	SI5b(72.6 to 79.0)	FS-FD:SO-POM:SO-CMD-NORTH	228	Igneous : Extrusive	oriented core	-42	48.7399	Basalt	-87.6845	Lava Flow
This study	Simpson Island	SI5b-76.2	SI5b(72.6 to 79.0)	FS-FD:SO-POM:SO-CMD-NORTH	238	Igneous : Extrusive	oriented core	-24	48.7399	Basalt	-87.6845	Lava Flow
This study	Simpson Island	SI6-0.30	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	272	Igneous : Extrusive	oriented core	-29	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-0.50	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	27	Igneous : Extrusive	oriented core	-19	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-0.70	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	161	Igneous : Extrusive	oriented core	-26	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-0.80	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	275	Igneous : Extrusive	oriented core	-29	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-1.35	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	194	Igneous : Extrusive	oriented core	-84	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-1.40	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	248	Igneous : Extrusive	oriented core	-67	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-2.10	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	307	Igneous : Extrusive	oriented core	-93	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-2.20	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	255	Igneous : Extrusive	oriented core	-44	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-2.40	SI6(0.0 to 3.0)	FS-FD:SO-POM:SO-CMD-NORTH	93	Igneous : Extrusive	oriented core	-23	48.7462	Basalt	-87.6393	Lava Flow
This study	Simpson Island	SI6-13.35	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	181	Igneous : Extrusive	oriented core	-66	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-13.36	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	190	Igneous : Extrusive	oriented core	-76	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-13.45	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	154	Igneous : Extrusive	oriented core	-77	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-13.50	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	152	Igneous : Extrusive	oriented core	-79	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-14.20	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	177	Igneous : Extrusive	oriented core	-87	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-14.40	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	198	Igneous : Extrusive	oriented core	-89	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-14.45	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	201	Igneous : Extrusive	oriented core	-86	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-15.00	SI6(12.0 to 28.4)	FS-FD:SO-POM:SO-CMD-NORTH	127	Igneous : Extrusive	oriented core	-80	48.746	Basalt	-87.6394	Lava Flow
This study	Simpson Island	SI6-123.90	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	293	Igneous : Extrusive	oriented core	-67	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-124.00	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	291	Igneous : Extrusive	oriented core	-79	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-125.30	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	361	Igneous : Extrusive	oriented core	-32	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-125.80	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	8	Igneous : Extrusive	oriented core	-110	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-125.90	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	12	Igneous : Extrusive	oriented core	-112	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-125.9	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	12	Igneous : Extrusive	oriented core	-112	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-126.00	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	257	Igneous : Extrusive	oriented core	-83	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-126.20	SI6(122.3 to 127.6)	FS-FD:SO-POM:SO-CMD-NORTH	279	Igneous : Extrusive	oriented core	-84	48.7439	Basalt	-87.6493	Lava Flow
This study	Simpson Island	SI6-181.60	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	151	Igneous : Extrusive	oriented core	-52	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-181.75	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	147	Igneous : Extrusive	oriented core	-56	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-182.20	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	198	Igneous : Extrusive	oriented core	-40	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-182.30	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	189	Igneous : Extrusive	oriented core	-50	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-182.40	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	237	Igneous : Extrusive	oriented core	-24	48.7423	Basalt	-87.65	Lava Flow
This study	Simpson Island	SI6-182.50	SI6(180.6 to 188.8)	FS-FD:SO-POM:SO-CMD-NORTH	232	Igneous : Extrusive	oriented core	-21	48.7423	Basalt	-87.65	Lava Flow
