tab 	samples
azimuth	bed_dip	bed_dip_direction	citations	dip	geologic_classes	geologic_types	height	lat	lithologies	lon	method_codes	sample	site
198.8	20.0	237.6	This study	-5	Extrusive	Lava Flow	40.1	47.723801	Basalt	274.35049	SO-CMD-NORTH	SS11-4	SS11
214.1	20.0	237.6	This study	-15	Extrusive	Lava Flow	40.2	47.723801	Basalt	274.35049	SO-CMD-NORTH	SS11-5	SS11
195.5	20.0	237.6	This study	-41	Extrusive	Lava Flow	40.1	47.723801	Basalt	274.35049	SO-CMD-NORTH	SS11-6	SS11
198.2	20.0	237.6	This study	-59	Extrusive	Lava Flow	40.6	47.723801	Basalt	274.35049	SO-CMD-NORTH	SS11-7	SS11
142.3	20.0	237.6	This study	-32	Extrusive	Lava Flow	40.7	47.723801	Basalt	274.35049	SO-CMD-NORTH	SS11-8	SS11
311.7	20.0	237.6	This study	-29	Extrusive	Lava Flow	43.7	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-1	SS12
264.2	20.0	237.6	This study	-40	Extrusive	Lava Flow	43.7	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-2	SS12
352.4	20.0	237.6	This study	-23	Extrusive	Lava Flow	44.1	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-3	SS12
284.2	20.0	237.6	This study	-2	Extrusive	Lava Flow	44.2	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-4	SS12
316.0	20.0	237.6	This study	-45	Extrusive	Lava Flow	43.9	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-5	SS12
341.9	20.0	237.6	This study	-17	Extrusive	Lava Flow	44.0	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-6	SS12
326.1	20.0	237.6	This study	-21	Extrusive	Lava Flow	44.3	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-7	SS12
259.9	20.0	237.6	This study	-19	Extrusive	Lava Flow	44.6	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-8	SS12
173.3	20.0	237.6	This study	-5	Extrusive	Lava Flow	44.3	47.7244	Basalt	274.3494	SO-CMD-NORTH	SS12-9	SS12
5.9	20.0	237.6	This study	-51	Extrusive	Lava Flow	49.4	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-1	SS13
16.2	20.0	237.6	This study	-65	Extrusive	Lava Flow	49.4	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-2	SS13
44.0	20.0	237.6	This study	-28	Extrusive	Lava Flow	49.3	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-3	SS13
49.4	20.0	237.6	This study	-30	Extrusive	Lava Flow	49.2	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-4	SS13
357.4	20.0	237.6	This study	-63	Extrusive	Lava Flow	49.6	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-5	SS13
0.6	20.0	237.6	This study	-47	Extrusive	Lava Flow	49.4	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-6	SS13
5.6	20.0	237.6	This study	-64	Extrusive	Lava Flow	49.5	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-7	SS13
335.4	20.0	237.6	This study	-56	Extrusive	Lava Flow	49.7	47.724167	Basalt	274.34918	SO-CMD-NORTH	SS13-8	SS13
337.7	20.0	237.6	This study	-52	Extrusive	Lava Flow	50.9	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-1	SS14
336.6	20.0	237.6	This study	-57	Extrusive	Lava Flow	51.0	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-2	SS14
304.5	20.0	237.6	This study	-59	Extrusive	Lava Flow	50.7	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-3	SS14
306.4	20.0	237.6	This study	-51	Extrusive	Lava Flow	50.7	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-4	SS14
347.7	20.0	237.6	This study	-56	Extrusive	Lava Flow	50.7	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-5	SS14
316.6	20.0	237.6	This study	-70	Extrusive	Lava Flow	50.8	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-6	SS14
348.7	20.0	237.6	This study	-59	Extrusive	Lava Flow	50.8	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-7	SS14
352.0	20.0	237.6	This study	-41	Extrusive	Lava Flow	50.9	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-8	SS14
3.8	20.0	237.6	This study	-55	Extrusive	Lava Flow	51.1	47.724373	Basalt	274.34906	SO-CMD-NORTH	SS14-9	SS14
25.6	20.0	237.6	This study	-32	Extrusive	Lava Flow	56.1	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-1	SS15
47.2	20.0	237.6	This study	-21	Extrusive	Lava Flow	56.0	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-10	SS15
92.0	20.0	237.6	This study	-32	Extrusive	Lava Flow	56.3	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-2	SS15
133.8	20.0	237.6	This study	-41	Extrusive	Lava Flow	56.3	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-3	SS15
156.9	20.0	237.6	This study	-30	Extrusive	Lava Flow	56.4	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-4	SS15
83.8	20.0	237.6	This study	-32	Extrusive	Lava Flow	56.2	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-5	SS15
92.8	20.0	237.6	This study	-33	Extrusive	Lava Flow	56.2	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-6	SS15
91.9	20.0	237.6	This study	-29	Extrusive	Lava Flow	56.3	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-7	SS15
90.2	20.0	237.6	This study	-35	Extrusive	Lava Flow	56.1	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-8	SS15
96.9	20.0	237.6	This study	-39	Extrusive	Lava Flow	56.1	47.7244	Basalt	274.34894	SO-CMD-NORTH	SS15-9	SS15
212.9	17.8	182.0	This study	-7	Extrusive	Lava Flow	59.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-1	SS16
323.7	17.8	182.0	This study	-14	Extrusive	Lava Flow	64.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-10	SS16
183.9	17.8	182.0	This study	-14	Extrusive	Lava Flow	59.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-2	SS16
304.2	17.8	182.0	This study	-13	Extrusive	Lava Flow	59.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-3	SS16
335.0	17.8	182.0	This study	-21	Extrusive	Lava Flow	59.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-4	SS16
161.5	17.8	182.0	This study	-37	Extrusive	Lava Flow	59.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-5	SS16
159.9	17.8	182.0	This study	-18	Extrusive	Lava Flow	62.7	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-6	SS16
152.7	17.8	182.0	This study	-26	Extrusive	Lava Flow	62.7	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-7	SS16
14.8	17.8	182.0	This study	-14	Extrusive	Lava Flow	64.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-8	SS16
106.0	17.8	182.0	This study	-19	Extrusive	Lava Flow	64.0	47.705276	Basalt	274.27084	SO-CMD-NORTH	SS16-9	SS16
258.0	17.8	182.0	This study	-21	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-1	SS17
292.0	17.8	182.0	This study	-18	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-2	SS17
290.1	17.8	182.0	This study	-20	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-3	SS17
262.7	17.8	182.0	This study	-12	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-4	SS17
278.8	17.8	182.0	This study	-19	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-5	SS17
22.9	17.8	182.0	This study	-9	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-6	SS17
168.4	17.8	182.0	This study	-16	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-7	SS17
193.4	17.8	182.0	This study	-18	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-8	SS17
322.4	17.8	182.0	This study	-22	Extrusive	Lava Flow	94.5	47.704166	Basalt	274.27222	SO-CMD-NORTH	SS17-9	SS17
222.3	17.8	182.0	This study	-11	Extrusive	Lava Flow	0.2	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-1	SS18
89.3	17.8	182.0	This study	-15	Extrusive	Lava Flow	0.2	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-2	SS18
108.3	17.8	182.0	This study	-21	Extrusive	Lava Flow	0.2	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-3	SS18
284.3	17.8	182.0	This study	-9	Extrusive	Lava Flow	0.0	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-4	SS18
155.3	17.8	182.0	This study	-10	Extrusive	Lava Flow	0.0	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-5	SS18
155.3	17.8	182.0	This study	-30	Extrusive	Lava Flow	0.0	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-6	SS18
286.3	17.8	182.0	This study	-18	Extrusive	Lava Flow	0.76	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-7	SS18
279.3	17.8	182.0	This study	-20	Extrusive	Lava Flow	0.76	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-8	SS18
336.3	17.8	182.0	This study	-31	Extrusive	Lava Flow	0.76	47.707623	Basalt	274.24246	SO-CMD-NORTH	SS18-9	SS18
262.3	17.8	182.0	This study	-14	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-1	SS19
4.3	17.8	182.0	This study	-19	Extrusive	Lava Flow	10.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-10	SS19
358.3	17.8	182.0	This study	-28	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-2	SS19
23.3	17.8	182.0	This study	-43	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-3	SS19
340.3	17.8	182.0	This study	-13	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-4	SS19
333.3	17.8	182.0	This study	-15	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-5	SS19
264.3	17.8	182.0	This study	-6	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-6	SS19
298.3	17.8	182.0	This study	-14	Extrusive	Lava Flow	6.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-7	SS19
283.3	17.8	182.0	This study	-15	Extrusive	Lava Flow	10.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-8	SS19
291.3	17.8	182.0	This study	-20	Extrusive	Lava Flow	10.5	47.707222	Basalt	274.24335	SO-CMD-NORTH	SS19-9	SS19
250.2	20.0	237.6	This study	-28	Extrusive	Lava Flow	12.0	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-1	SS2
231.2	20.0	237.6	This study	-70	Extrusive	Lava Flow	12.5	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-2	SS2
349.2	20.0	237.6	This study	-14	Extrusive	Lava Flow	12.2	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-3	SS2
205.2	20.0	237.6	This study	-31	Extrusive	Lava Flow	11.9	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-4	SS2
222.2	20.0	237.6	This study	-29	Extrusive	Lava Flow	12.3	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-5	SS2
6.2	20.0	237.6	This study	-18	Extrusive	Lava Flow	12.7	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-6	SS2
334.2	20.0	237.6	This study	-19	Extrusive	Lava Flow	12.9	47.723598	Basalt	274.3519	SO-CMD-NORTH	SS2-7	SS2
119.3	17.8	182.0	This study	-10	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-1	SS20
63.3	17.8	182.0	This study	-8	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-2	SS20
335.3	17.8	182.0	This study	-21	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-3	SS20
50.3	17.8	182.0	This study	-12	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-4	SS20
199.3	17.8	182.0	This study	-39	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-5	SS20
202.3	17.8	182.0	This study	-46	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-6	SS20
270.3	17.8	182.0	This study	-16	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-7	SS20
284.3	17.8	182.0	This study	-16	Extrusive	Lava Flow	44.1	47.706112	Basalt	274.24667	SO-CMD-NORTH	SS20-8	SS20
60.3	17.8	182.0	This study	-16	Extrusive	Lava Flow	48.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-1	SS21
34.3	17.8	182.0	This study	-14	Extrusive	Lava Flow	48.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-2	SS21
336.3	17.8	182.0	This study	-9	Extrusive	Lava Flow	48.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-3	SS21
36.3	17.8	182.0	This study	-11	Extrusive	Lava Flow	48.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-4	SS21
296.3	17.8	182.0	This study	-15	Extrusive	Lava Flow	52.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-5	SS21
141.3	17.8	182.0	This study	-15	Extrusive	Lava Flow	52.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-6	SS21
228.3	17.8	182.0	This study	-23	Extrusive	Lava Flow	52.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-7	SS21
164.3	17.8	182.0	This study	-27	Extrusive	Lava Flow	52.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-8	SS21
355.3	17.8	182.0	This study	-29	Extrusive	Lava Flow	52.3	47.705959	Basalt	274.25333	SO-CMD-NORTH	SS21-9	SS21
49.2	20.0	237.6	This study	-13	Extrusive	Lava Flow	24.7	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-1	SS3
243.9	20.0	237.6	This study	-21	Extrusive	Lava Flow	37.4	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-10	SS3
349.2	20.0	237.6	This study	-33	Extrusive	Lava Flow	26.9	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-2	SS3
252.6	20.0	237.6	This study	-39	Extrusive	Lava Flow	31.6	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-3	SS3
312.7	20.0	237.6	This study	-17	Extrusive	Lava Flow	25.8	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-4	SS3
339.0	20.0	237.6	This study	-21	Extrusive	Lava Flow	26.5	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-5	SS3
313.8	20.0	237.6	This study	-27	Extrusive	Lava Flow	28.6	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-6	SS3
331.7	20.0	237.6	This study	-26	Extrusive	Lava Flow	30.6	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-7	SS3
300.5	20.0	237.6	This study	-36	Extrusive	Lava Flow	27.0	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-8	SS3
314.7	20.0	237.6	This study	-49	Extrusive	Lava Flow	27.6	47.723301	Basalt	274.35141	SO-CMD-NORTH	SS3-9	SS3
229.7	22.9	183.4	This study	-40	Extrusive	Lava Flow	17.0	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-1	SS4
229.2	22.9	183.4	This study	-44	Extrusive	Lava Flow	17.0	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-2	SS4
345.5	22.9	183.4	This study	-19	Extrusive	Lava Flow	17.3	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-3	SS4
266.7	22.9	183.4	This study	-11	Extrusive	Lava Flow	17.2	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-4	SS4
71.8	22.9	183.4	This study	-26	Extrusive	Lava Flow	21.4	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-5	SS4
344.4	22.9	183.4	This study	-19	Extrusive	Lava Flow	21.3	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-6	SS4
337.6	22.9	183.4	This study	-60	Extrusive	Lava Flow	20.3	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-7	SS4
352.2	22.9	183.4	This study	-44	Extrusive	Lava Flow	20.2	47.704399	Basalt	274.14859	SO-CMD-NORTH	SS4-8	SS4
162.6	22.9	183.4	This study	-20	Extrusive	Lava Flow	43.5	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-1	SS5
335.4	22.9	183.4	This study	-20	Extrusive	Lava Flow	43.4	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-2	SS5
18.4	22.9	183.4	This study	-30	Extrusive	Lava Flow	44.6	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-3	SS5
350.3	22.9	183.4	This study	-53	Extrusive	Lava Flow	44.8	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-4	SS5
336.2	22.9	183.4	This study	-34	Extrusive	Lava Flow	44.9	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-5	SS5
351.8	22.9	183.4	This study	-25	Extrusive	Lava Flow	44.1	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-6	SS5
326.7	22.9	183.4	This study	-25	Extrusive	Lava Flow	44.2	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-7	SS5
179.8	22.9	183.4	This study	-15	Extrusive	Lava Flow	45.0	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-8	SS5
206.5	22.9	183.4	This study	-45	Extrusive	Lava Flow	44.0	47.703602	Basalt	274.14999	SO-CMD-NORTH	SS5-9	SS5
95.1	22.9	183.4	This study	-8	Extrusive	Lava Flow	86.5	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-1	SS6
131.6	22.9	183.4	This study	-51	Extrusive	Lava Flow	86.3	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-2	SS6
352.9	22.9	183.4	This study	-16	Extrusive	Lava Flow	85.8	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-3	SS6
150.2	22.9	183.4	This study	-6	Extrusive	Lava Flow	86.1	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-4	SS6
156.3	22.9	183.4	This study	-19	Extrusive	Lava Flow	84.7	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-5	SS6
11.4	22.9	183.4	This study	-21	Extrusive	Lava Flow	77.9	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-6	SS6
356.0	22.9	183.4	This study	-21	Extrusive	Lava Flow	78.0	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-7	SS6
337.4	22.9	183.4	This study	-40	Extrusive	Lava Flow	77.9	47.702801	Basalt	274.1517	SO-CMD-NORTH	SS6-8	SS6
1.4	22.9	183.4	This study	-39	Extrusive	Lava Flow	114.5	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-1	SS7
126.4	22.9	183.4	This study	-10	Extrusive	Lava Flow	115.0	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-2	SS7
350.4	22.9	183.4	This study	-27	Extrusive	Lava Flow	114.8	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-3	SS7
3.4	22.9	183.4	This study	-18	Extrusive	Lava Flow	115.1	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-4	SS7
3.4	22.9	183.4	This study	-20	Extrusive	Lava Flow	118.6	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-5	SS7
320.4	22.9	183.4	This study	-25	Extrusive	Lava Flow	119.2	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-6	SS7
323.4	22.9	183.4	This study	-13	Extrusive	Lava Flow	119.3	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-7	SS7
5.4	22.9	183.4	This study	-7	Extrusive	Lava Flow	119.5	47.702202	Basalt	274.15469	SO-CMD-NORTH	SS7-8	SS7
107.4	22.9	183.4	This study	-36	Extrusive	Lava Flow	5.4	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-1	SS8
181.4	22.9	183.4	This study	-17	Extrusive	Lava Flow	5.4	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-2	SS8
151.4	22.9	183.4	This study	-39	Extrusive	Lava Flow	5.3	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-3	SS8
185.4	22.9	183.4	This study	-34	Extrusive	Lava Flow	5.3	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-4	SS8
151.4	22.9	183.4	This study	-65	Extrusive	Lava Flow	5.2	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-5	SS8
155.4	22.9	183.4	This study	-69	Extrusive	Lava Flow	5.2	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-6	SS8
16.4	22.9	183.4	This study	-17	Extrusive	Lava Flow	5.6	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-7	SS8
20.4	22.9	183.4	This study	-29	Extrusive	Lava Flow	7.5	47.7047	Basalt	274.1489	SO-CMD-NORTH	SS8-8	SS8
54.1	22.9	183.4	This study	-27	Extrusive	Lava Flow	59.5	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-1	SS9
40.8	22.9	183.4	This study	-35	Extrusive	Lava Flow	59.6	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-2	SS9
87.9	22.9	183.4	This study	-36	Extrusive	Lava Flow	60.1	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-3	SS9
356.3	22.9	183.4	This study	-56	Extrusive	Lava Flow	63.4	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-4	SS9
351.4	22.9	183.4	This study	-60	Extrusive	Lava Flow	63.8	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-5	SS9
0.8	22.9	183.4	This study	-38	Extrusive	Lava Flow	65.0	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-6	SS9
0.3	22.9	183.4	This study	-81	Extrusive	Lava Flow	66.3	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-7	SS9
29.4	22.9	183.4	This study	-59	Extrusive	Lava Flow	66.6	47.703098	Basalt	274.15109	SO-CMD-NORTH	SS9-8	SS9
