tab 	specimens
citations	dir_dec	dir_inc	dir_mad_free	dir_n_measurements	dir_tilt_correction	geologic_classes	geologic_types	lithologies	meas_step_max	meas_step_min	meas_step_unit	method_codes	sample	specimen
This study	94.6	-68.8	0.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-25.2	SI4-25.2a
This study	103.4	-70.9	0.3	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-25.6	SI4-25.6a
This study	97.3	-70.6	0.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-25.8	SI4-25.8a
This study	119.6	-70.2	0.4	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-25.9	SI4-25.9a
This study	106.2	-70.6	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-3.2	SI4-3.2a
This study	129.6	-74.1	0.6	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-4.5	SI4-4.5a
This study	121.1	-73.3	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-4.6	SI4-4.6a
This study	144.6	-79.6	0.3	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-40.15	SI4-40.15a
This study	144.7	-68.9	0.9	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-40.2	SI4-40.2a
This study	163.1	-80.9	0.6	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-40.3	SI4-40.3a
This study	141.0	-69.6	1	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-40.5	SI4-40.5a
This study	140.0	-76	0.8	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-40.8	SI4-40.8a
This study	137.1	-67.7	0.8	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-41.0	SI4-41.0a
This study	107.6	-70.8	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-6.4	SI4-6.4a
This study	140.8	-72	0.4	5	100	Extrusive:Igneous	Lava Flow	Basalt	0.14	0.08	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-73.65	SI4-73.65a
This study	141.2	-72.4	0.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.17	0.07	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-73.66	SI4-73.66a
This study	148.1	-75.1	0.4	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-73.70	SI4-73.70a
This study	300.0	-84	2	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-73.90	SI4-73.90a
This study	159.7	-55.6	1.9	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-74.00	SI4-74.00a
This study	124.1	-73	2.2	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-74.20	SI4-74.20a
This study	119.2	-72.7	0.6	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-74.39	SI4-74.39a
This study	124.4	-69.1	0.7	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-74.41	SI4-74.41a
This study	127.1	-66.8	1.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-75.20	SI4-75.20a
This study	129.7	-63	1.1	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-75.30	SI4-75.30a
This study	93.0	-60.6	0.9	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-75.35	SI4-75.35a
This study	130.5	-65.1	1.2	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-75.45	SI4-75.45a
This study	133.5	-64.1	0.8	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-75.60	SI4-75.60a
This study	136.0	-63.4	0.7	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-75.70	SI4-75.70a
This study	131.3	-67.4	0.7	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-76.00	SI4-76.00a
This study	137.6	-58.2	0.5	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-82.00	SI4-82.00a
This study	115.0	-63.1	0.9	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-82.60	SI4-82.60a
This study	112.5	-64.2	0.9	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-82.61	SI4-82.61a
This study	113.0	-67.7	0.3	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-82.90	SI4-82.90a
This study	108.3	-74.8	0.4	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-85.20	SI4-85.20a
This study	117.7	-58.8	0.7	9	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-86.70	SI4-86.70a
This study	119.9	-61.9	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.07	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-86.75	SI4-86.75a
This study	126.7	-67.9	0.7	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI4-86.85	SI4-86.85a
This study	109.2	-57.9	0.3	8	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-1.40	SI5a-1.40a
This study	112.4	-60.1	0.5	8	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.07	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-1.60	SI5a-1.60a
This study	110.6	-59.1	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-2.1	SI5a-2.1-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5a-2.1	SI5a-2.10a
This study	119.8	-61.2	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-2.3	SI5a-2.3-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5a-2.3	SI5a-2.30a
This study	111.6	-58.8	0.4	10	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-2.60	SI5a-2.60a
This study	113.3	-52.8	0.3	10	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-3.00	SI5a-3.00a
This study	116.5	-53.4	0.1	10	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.1	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-5.00	SI5a-5.00a
This study	109.3	-45.9	0.6	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-6.93	SI5a-6.93-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5a-6.93	SI5a-6.93a
This study	112.6	-49.1	0.5	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-6.99	SI5a-6.99-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5a-6.99	SI5a-6.99a
This study	115.6	-47.8	1.2	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-7.0	SI5a-7.0-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5a-7.0	SI5a-7.00a
This study	111.4	-40.8	1.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.04	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-7.25	SI5a-7.25-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5a-7.25	SI5a-7.25a
This study	112.4	-42.8	1.2	7	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.05	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5a-7.30	SI5a-7.30a
This study	111.4	-56.6	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-116.6	SI5b-116.6-D
This study	112.8	-56.1	0.6	6	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-116.90	SI5b-116.90a
This study	116.3	-55.4	0.7	6	100	Extrusive:Igneous	Lava Flow	Basalt	0.04	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-117.0	SI5b-117.0-D
This study	113.8	-52	0.8	6	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-117.05	SI5b-117.05a
This study	115.3	-52.2	0.8	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-117.1	SI5b-117.1-D
This study	118.6	-61.7	0.5	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-117.15	SI5b-117.15-D
This study	108.0	-58.2	0.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-117.4	SI5b-117.4-D
This study	117.4	-56.6	0.6	8	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-117.90	SI5b-117.90a
This study	119.0	-54.8	0.9	6	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-118.25	SI5b-118.25-D
This study	122.7	-60.8	0.6	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-13.6	SI5b-13.6-D
This study	103.0	-55.3	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-133.3	SI5b-133.3-D
This study	104.7	-54	0.5	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-133.4	SI5b-133.4-D
This study	110.8	-56.8	0.5	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-14.4	SI5b-14.4-D
This study	113.1	-54.1	0.7	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-14.7	SI5b-14.7-D
This study	161.3	-72.9	0.1	6	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-146.00	SI5b-146.00a
This study	106.5	-68.7	0.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-146.3	SI5b-146.3-D
This study	106.2	-63.3	0.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-146.5	SI5b-146.5-D
This study	103.7	-51.8	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-15.0	SI5b-15.0-D
This study	111.7	-58.5	0.2	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-15.5	SI5b-15.5-D
This study	99.0	-61.8	0.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-159.7	SI5b-159.7-D
This study	114.4	-59.6	0.4	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-159.9	SI5b-159.9-D
This study	111.5	-60	0.4	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.12	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-16.2	SI5b-16.2-D
This study	90.3	-62.2	0.2	6	100	Igneous:Extrusive	Lava Flow	Basaltic Lava	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-160.00	SI5b-160.00a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5b-184.2	SI5b-184.2-A
This study	284.9	59.1	1.7	6	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.035	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-184.2	SI5b-184.2-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5b-184.3	SI5b-184.3-A
This study	116.1	-62.2	0.6	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-184.3	SI5b-184.3-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5b-184.5	SI5b-184.5-A
This study	118.7	-62.9	0.7	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-184.5	SI5b-184.5-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5b-185.7	SI5b-185.7-A
This study	107.0	-56.9	0.4	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-185.7	SI5b-185.7-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5b-186.2	SI5b-186.2-A
This study	121.8	-62.3	0.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-186.2	SI5b-186.2-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI5b-186.5	SI5b-186.5-A
This study	117.9	-60.3	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-186.5	SI5b-186.5-D
This study	101.1	-67.8	0.4	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-198.3	SI5b-198.3-D
This study	74.1	-75.4	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.145	0.04	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-198.6	SI5b-198.6-D
This study	108.8	-70.9	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-198.8	SI5b-198.8-D
This study	100.6	-65	0.5	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-212.4	SI5b-212.4-D
This study	97.2	-70.8	0.4	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-214.0	SI5b-214.0-D
This study	102.9	-68.3	0.3	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-214.2	SI5b-214.2-D
This study	100.6	-47.5	0.9	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-57.6	SI5b-57.6-D
This study	98.3	-44.1	0.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-57.65	SI5b-57.65-D
This study	95.7	-34.9	1.2	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-57.7	SI5b-57.7-D
This study	98.6	-49.2	0.8	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-58.0	SI5b-58.0-D
This study	101.1	-45	0.9	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-58.05	SI5b-58.05-D
This study	94.2	-34.2	0.8	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-58.7	SI5b-58.7-D
This study	96.5	-54.2	0.5	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-65.1	SI5b-65.1-D
This study	97.2	-53.7	0.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-65.2	SI5b-65.2-D
This study	92.7	-45.5	0.3	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-65.4	SI5b-65.4-D
This study	96.2	-49.7	0.4	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-68.35	SI5b-68.35-D
This study	282.1	-26.9	1	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-68.4	SI5b-68.4-D
This study	113.2	-47.6	0.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.03	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-68.45	SI5b-68.45-D
This study	94.9	-53.5	0.4	8	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-74.0	SI5b-74.0-D
This study	99.5	-51	0.5	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.08	0.025	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-74.25	SI5b-74.25-D
This study	96.1	-51.3	1	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-74.3	SI5b-74.3-D
This study	98.6	-50.1	0.8	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.05	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-75.4	SI5b-75.4-D
This study	100.8	-46.7	0.7	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-76.0	SI5b-76.0-D
This study	92.3	-43.6	0.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.06	0.02	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI5b-76.2	SI5b-76.2-D
This study						Extrusive:Igneous	Lava Flow	Basalt					SI6-0.30	SI6-0.30a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI6-0.50	SI6-0.50a
This study	98.5	-59.1	0.6	10	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-0.70	SI6-0.70a
This study	112.6	-67.9	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-0.80	SI6-0.80a
This study						Extrusive:Igneous	Lava Flow	Basalt					SI6-1.35	SI6-1.35a
This study	116.3	-63	0.5	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-1.40	SI6-1.40a
This study	106.2	-79.9	0.2	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-123.90	SI6-123.90a
This study	114.5	-79.4	0.3	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-124.00	SI6-124.00a
This study	99.4	-73.9	1.6	7	100	Extrusive:Igneous	Lava Flow	Basalt	0.04	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-125.30	SI6-125.30a
This study	122.5	-85.4	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-125.80	SI6-125.80a
This study	81.1	-82.4	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-125.90	SI6-125.90a
This study	35.3	-73.8	0.3	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-126.00	SI6-126.00a
This study	55.5	-70.7	0.1	11	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.015	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-126.20	SI6-126.20a
This study	77.4	-59.7	0.9	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-13.35	SI6-13.35a
This study	77.9	-64.4	0.5	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.01	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-13.36	SI6-13.36a
This study	77.7	-68.2	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-13.45	SI6-13.45a
This study	80.1	-62.7	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-13.50	SI6-13.50a
This study	79.4	-63.2	0.4	12	100	Extrusive:Igneous	Lava Flow	Basalt	0.09	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-14.20	SI6-14.20a
This study	83.1	-59.1	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-14.40	SI6-14.40a
This study	80.6	-64	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-14.45	SI6-14.45a
This study	69.5	-62.5	0.4	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-15.00	SI6-15.00a
This study	68.6	-40.2	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-181.60	SI6-181.60a
This study	74.8	-53.4	0.3	13	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.008	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-181.75	SI6-181.75a
This study	80.5	-54.5	0.5	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-182.20	SI6-182.20a
This study	80.1	-50.7	0.5	14	100	Extrusive:Igneous	Lava Flow	Basalt	0.1	0.005	T	DA-DIR-GEO:DE-BFL:LP-DC4:LP-DIR-AF	SI6-182.30	SI6-182.30a
